date;workflow name;job name;main success runs;main failure runs;main cancelled runs;main skipped runs;main retries;main min duration;main avg duration;main max duration;pr success runs;pr failure runs;pr cancelled runs;pr skipped runs;pr retries;pr min duration;pr avg duration;pr max duration
2023-08-09;Send dependabot new vulnerability alerts;Fetch analysis;1;0;0;0;0;0,00002314814815;0,00002314814815;0,00002314814815;0;0;0;0;0;0;0;0
2023-08-09;Send dependabot new vulnerability alerts;Send notifications;1;0;0;0;0;0,00008101851852;0,00008101851852;0,00008101851852;0;0;0;0;0;0;0;0
2023-08-09;Code generation trigger;trigger;9;0;0;0;0;0,00001157407407;0,00003086419753;0,00003472222222;0;0;0;0;0;0;0;0
2023-08-09;CodeQL;Analyze (22_1, csharp);1;0;0;0;0;0,00275462963;0,00275462963;0,00275462963;0;0;0;0;0;0;0;0
2023-08-09;CodeQL;Analyze (22_1, javascript);1;0;0;0;0;0,01061342593;0,01061342593;0,01061342593;0;0;0;0;0;0;0;0
2023-08-09;CodeQL;Analyze (22_2, csharp);1;0;0;0;0;0,002789351852;0,002789351852;0,002789351852;0;0;0;0;0;0;0;0
2023-08-09;CodeQL;Analyze (22_2, javascript);1;0;0;0;0;0,01293981481;0,01293981481;0,01293981481;0;0;0;0;0;0;0;0
2023-08-09;CodeQL;Analyze (23_1, csharp);1;0;0;0;0;0,002349537037;0,002349537037;0,002349537037;0;0;0;0;0;0;0;0
2023-08-09;CodeQL;Analyze (23_1, javascript);1;0;0;0;0;0,01075231481;0,01075231481;0,01075231481;0;0;0;0;0;0;0;0
2023-08-09;CodeQL;Analyze (23_2, csharp);1;0;0;0;0;0,003009259259;0,003009259259;0,003009259259;0;0;0;0;0;0;0;0
2023-08-09;CodeQL;Analyze (23_2, javascript);1;0;0;0;0;0,01337962963;0,01337962963;0,01337962963;0;0;0;0;0;0;0;0
2023-08-09;CodeQL;Fetch analysis;1;0;0;0;0;0,00001157407407;0,00001157407407;0,00001157407407;0;0;0;0;0;0;0;0
2023-08-09;CodeQL;Send notifications;1;0;0;0;0;0,00002314814815;0,00002314814815;0,00002314814815;0;0;0;0;0;0;0;0
